item_id,unique_buyers,purchase_count,total_units,avg_price
1740011835,2,2,2,5.39
7047046115,1,2,3,4.19
1800000159,2,2,3,6.74
7003834505,2,2,2,2.74
7206000572,2,2,3,1.89
7003863251,2,2,5,2.69
7049122201,1,2,2,10.48
2130014109,2,2,3,3.06
7003834613,2,2,2,2.68
2130014360,1,2,3,3.35
7003835672,2,2,2,2.34
7003863249,2,2,3,2.08
7049121322,1,2,2,5.49
7003835685,2,2,3,2.62
7267400359,2,2,2,20.44
7003834586,2,2,2,2.74
7049121282,2,2,2,5.24
7080017952,2,2,2,8.69
OPEN DEPT 106,1,2,2,0.0
1200001881,1,2,2,3.29
2130050108,2,2,3,2.92
7273065041,1,2,2,6.48
7003863250,2,2,3,1.82
7142909980,2,2,4,2.98
7003863067,2,2,3,1.19
1600021497,2,2,2,2.49
7003862815,2,2,3,2.19
7003835119,2,2,5,1.99
1200028620,1,2,2,2.59
1200024082,2,2,2,6.49
7064001472,2,2,2,7.68
86000260290,1,2,2,13.99
7064001570,2,2,2,7.24
7064001930,1,2,2,5.83
7003862678,1,2,3,1.39
2100006751,2,2,3,2.0
1740010695,1,2,2,3.74
7003835530,2,2,3,3.99
7064002354,1,2,2,6.19
7056092820,1,2,3,3.29
7206000676,2,2,3,1.19
86000081283,2,2,4,5.12
7003836204,2,2,2,4.78
7003836205,2,2,3,4.59
7143000221,2,2,2,3.39
7064001158,2,2,2,8.48
88939202141,2,2,2,1.67
7064001157,2,2,2,7.49
7003835481,2,2,2,10.99
2100005229,2,2,3,2.6
980000103,2,2,2,2.15
7003835408,1,2,2,1.85
2100005316,1,2,5,2.19
7057366666,2,2,2,5.09
9792809496,1,2,4,1.34
2100005445,1,2,4,2.0
7003835208,2,2,2,2.88
2100005465,2,2,2,2.99
7003836090,1,2,2,2.79
1200081331,2,2,2,3.99
7003835142,2,2,2,1.64
1200081009,2,2,2,8.64
2100005524,2,2,2,3.14
1200081007,2,2,3,9.49
2100005190,2,2,2,5.54
7143000152,2,2,2,4.49
7064030012,1,2,2,8.69
2100005002,2,2,2,3.48
2100002521,2,2,3,4.19
7003862688,1,2,2,1.89
1769600071,2,2,2,7.12
7066208721,2,2,4,1.59
7003836082,2,2,2,5.14
980000055,2,2,2,1.59
1200018365,1,2,2,2.39
9734200004,1,2,2,3.99
7143000084,2,2,2,3.99
2100001717,2,2,2,10.34
7066209631,2,2,2,1.59
8583907331,1,2,2,8.99
7056085615,2,2,3,3.49
7003836080,2,2,2,3.34
2100001342,1,2,5,1.6
7067000163,1,2,2,6.19
88939200174,1,2,2,2.59
7142909983,1,2,2,2.84
1200020582,1,2,3,3.59
7003862758,2,2,2,2.58
1600022287,2,2,4,2.49
99261,2,2,2,3.69
980051204,1,2,6,0.33
9830800202,2,2,2,6.32
1780010968,2,2,2,3.08
7003862641,1,2,2,2.39
1200022155,1,2,2,13.99
2100008160,1,2,2,3.98
7003863054,1,2,2,2.89
1200022147,1,2,2,2.25
9990000147,2,2,4,2.69
85998706018,1,2,2,6.09
7003834952,1,2,4,1.55
2100061531,2,2,2,6.56
7003864759,2,2,2,2.0
7003834927,1,2,2,1.72
1254691758,1,2,2,0.89
85998706017,1,2,2,5.65
7205863492,2,2,3,0.78
2000010453,1,2,6,2.49
7080082248,2,2,2,4.78
1121000971,1,2,2,1.72
2400025274,2,2,2,2.64
8526422160,2,2,2,1.49
7003831950,1,2,2,4.49
2400025888,1,2,2,2.34
1657194033,2,2,2,1.49
1122501129,2,2,2,3.99
1122501127,2,2,2,3.49
7003831678,2,2,2,2.74
7003863985,2,2,2,3.19
7003831668,2,2,2,2.84
1657191030,1,2,3,1.49
1121000001,2,2,2,1.95
7109160010,2,2,2,1.97
1650098041,1,2,2,1.99
7003831605,2,2,2,1.74
7003831578,2,2,2,2.78
7100772211,2,2,2,9.79
7104120240,2,2,4,2.69
1102921700,1,2,2,5.19
7206000191,2,2,2,4.29
7003864435,2,2,2,2.63
1100000000,2,2,2,6.5
7107201922,1,2,2,2.45
7304245000,1,2,2,7.89
1657195084,2,2,2,1.49
70997239002,1,2,3,2.29
7116915500,2,2,2,1.85
89470001004,2,2,5,1.39
7003832515,2,2,2,2.49
85342000224,2,2,3,5.24
7116920308,2,2,2,1.99
7003832454,2,2,2,3.29
7003832453,2,2,3,3.44
2400016292,1,2,2,2.49
1122800006,2,2,2,3.49
7294561249,2,2,3,2.79
89344700152,2,2,3,7.99
2400016312,2,2,2,2.24
2400016313,1,2,4,2.24
7116920307,2,2,2,2.19
7003832235,2,2,2,2.84
1600037400,2,2,2,2.49
2400016320,1,2,2,2.49
2400016713,2,2,2,2.94
7294561287,2,2,3,2.79
2400016717,2,2,3,2.99
2400016719,2,2,3,2.99
7294561307,1,2,2,3.99
7116920304,2,2,2,1.99
2400016729,1,2,5,2.99
7116920302,2,2,2,2.09
85190900867,1,2,2,7.59
1090076001,2,2,2,3.79
7003864620,2,2,2,2.48
7003830986,2,2,2,2.69
7003831074,2,2,2,2.84
7003831050,2,2,2,2.32
2430004158,2,2,2,3.1
7003864182,1,2,2,6.49
7304245096,1,2,2,7.99
7111719104,2,2,2,3.99
7111702360,1,2,3,5.79
7003831032,1,2,2,3.69
2430004166,1,2,2,2.79
2430004168,2,2,2,2.99
1600045602,2,2,4,3.99
2430004244,2,2,2,3.19
7003864151,2,2,2,0.7
85190900819,2,2,2,11.59
89681500224,1,2,2,11.79
1600045707,2,2,4,1.79
2430004431,2,2,2,2.54
7003864406,2,2,2,3.62
OPEN DEPT TOL0111,2,2,5,2.49
1037422610,1,2,2,3.29
1037422284,2,2,2,4.58
2430004442,2,2,2,3.1
1600046684,2,2,2,5.58
7003864372,1,2,2,6.64
7003831126,1,2,5,0.85
2430004148,2,2,2,2.98
7003831155,1,2,4,0.85
1070070230,1,2,2,3.02
7003831401,2,2,2,6.79
7110000308,1,2,2,5.64
2410078909,1,2,2,4.74
2410078925,1,2,2,3.74
89520300117,1,2,2,7.24
7110000403,2,2,2,2.17
1090063384,2,2,2,1.15
89826300134,1,2,2,5.99
7112010089,1,2,8,1.19
85190900858,2,2,2,15.99
7003864168,2,2,2,3.48
7003831304,1,2,4,4.64
1090000510,2,2,2,3.04
7110000577,2,2,2,5.64
7206000202,2,2,6,1.68
85190900831,1,2,2,15.59
7304245018,1,2,2,6.99
7003831207,2,2,4,1.34
7304245040,1,2,2,3.59
7110021025,2,2,2,7.74
7110030974,2,2,2,9.88
1070085841,1,2,2,1.49
7003831170,1,2,2,0.85
89344700120,2,2,3,7.99
1600036324,2,2,2,4.14
85387900807,2,2,2,5.49
2222400622,2,2,2,3.24
1600030230,2,2,4,1.79
2200001788,2,2,2,3.89
7003833757,2,2,2,12.08
7084703191,2,2,2,2.69
2200012030,2,2,2,2.89
89154911020,1,2,2,3.89
OPEN DEPT TOL0014,1,2,2,6.0
2200029723,1,2,3,7.34
7003833642,2,2,2,0.92
7003833585,2,2,2,3.54
1154629388,2,2,2,2.99
89203500200,1,2,2,7.39
7097000510,1,2,2,1.69
7003864607,2,2,2,13.72
1154628799,2,2,2,2.24
7003863612,2,2,2,3.19
OPEN DEPT TOL0019,2,2,2,5.0
7003864530,1,2,2,5.59
7003864526,1,2,2,4.85
7003863644,2,2,4,1.69
1130012257,1,2,2,2.84
7003833321,2,2,2,2.29
2310001508,2,2,3,2.79
1128400347,2,2,3,0.69
7003833794,2,2,2,3.29
7003863507,2,2,2,2.5
7003833872,2,2,2,2.69
7279992483,2,2,2,3.69
2150022500,2,2,5,1.99
2178891629,1,2,2,6.27
1200000013,1,2,2,1.0
1708288963,2,2,2,2.54
2200000484,2,2,2,1.54
2200000486,2,2,2,1.59
2200000666,2,2,2,1.59
1154644379,2,2,2,11.99
7003863378,2,2,2,9.39
7003863380,2,2,2,8.62
7003863381,1,2,2,2.65
7125807378,2,2,2,4.19
7080090621,1,2,2,4.78
1708288707,1,2,3,1.39
7080094146,2,2,2,4.74
1708287978,1,2,2,1.39
7125807375,2,2,2,9.44
7003864619,2,2,3,2.69
85571200801,2,2,2,6.44
7003836519,2,2,2,3.39
1154643310,1,2,2,6.99
7084702090,1,2,2,2.38
7206000130,2,2,2,6.49
7003863646,2,2,4,1.62
1600030650,2,2,2,3.69
7003863649,2,2,2,2.34
7092047634,2,2,2,3.99
7092222770,2,2,4,1.04
1657196023,2,2,2,1.49
7095715808,2,2,3,0.64
1657195924,1,2,2,1.49
1657195920,2,2,2,1.49
OPEN DEPT TOL0024,2,2,2,6.0
85434000414,2,2,2,0.99
1123307712,1,2,3,1.49
2370006078,1,2,2,6.99
7003832724,2,2,3,2.39
2370016220,1,2,2,10.39
7003832718,2,2,4,2.39
7116922762,1,2,2,5.47
7096900246,2,2,2,3.49
7003832708,2,2,2,5.74
1123307711,2,2,2,1.49
2400001062,2,2,2,3.89
7206000473,2,2,2,4.24
OPEN DEPT TOL0027,2,2,6,4.24
7003832652,1,2,2,7.14
85387900815,2,2,2,5.99
7003832638,2,2,2,2.92
7116920309,2,2,2,1.99
7003832949,2,2,8,0.99
7092047633,2,2,2,4.16
7003833195,2,2,2,2.89
7003863731,1,2,2,3.79
2360423107,1,2,2,2.49
7294011318,2,2,4,1.0
7003833188,2,2,2,3.79
8545520641,1,2,2,2.99
7084789933,1,2,2,2.79
1708200023,2,2,2,2.09
7003833183,2,2,2,3.0
70897111805,2,2,2,5.99
7294011346,2,2,2,2.98
7121404063,2,2,2,6.29
70897191160,2,2,2,5.44
7003833156,2,2,2,1.99
7294015802,1,2,2,2.49
7003833153,2,2,2,2.34
7003863701,2,2,2,2.16
7003863730,2,2,2,3.89
2370002847,2,2,4,6.84
70897191866,2,2,2,5.58
85434000424,2,2,2,0.99
70897192337,1,2,2,4.59
70897192554,1,2,2,3.69
70897192579,1,2,2,5.99
2370005166,1,2,2,12.99
7003834111,2,2,2,1.35
1300000150,2,2,4,2.8
7047044337,1,2,4,0.78
7003861585,2,2,8,0.89
7225002075,1,2,2,3.99
88810981744,2,2,2,4.99
7003861559,1,2,2,9.49
7003859901,1,2,2,2.77
7003867063,1,2,2,1.78
20060400000,2,2,3,9.49
7003865774,2,2,2,17.98
1380086980,1,2,2,6.49
20060600000,2,2,2,40.0
20061100000,2,2,2,25.0
7003859860,2,2,2,1.79
20061500000,2,2,2,5.99
1900008501,1,2,2,2.89
7003867106,1,2,3,3.19
7225003087,2,2,2,1.19
1380044677,1,2,2,10.74
7003865773,2,2,2,8.99
7003861590,1,2,10,0.88
88491235915,2,2,2,5.04
7003859806,2,2,2,3.89
7003859805,2,2,2,4.12
88491227311,2,2,5,5.99
7003859751,1,2,2,7.39
1869781921,2,2,2,1.62
7003867059,2,2,2,2.28
20060000000,1,2,2,40.0
7003865793,2,2,2,5.48
7003867011,1,2,2,2.5
7003861373,1,2,3,2.59
7181704329,2,2,2,14.99
7003860185,2,2,3,3.58
7213455553,2,2,2,0.99
20055800000,2,2,2,1.0
1530044132,2,2,3,2.54
20055900000,2,2,2,3.5
7003866988,1,2,2,3.48
7003867000,2,2,2,3.49
7003867002,2,2,2,4.04
7003867006,2,2,2,2.5
7003860071,2,2,3,3.1
7003859976,1,2,2,3.69
19029800028,1,2,2,3.79
7003867012,2,2,2,3.59
20057400000,1,2,2,6.99
7003867015,1,2,2,2.74
7003867019,2,2,2,3.38
88810925744,2,2,2,3.26
71785430551,2,2,3,1.88
20058600000,1,2,3,1.0
20059100000,2,2,2,8.99
7003859990,2,2,3,2.5
7003867031,1,2,2,5.34
20064000000,2,2,2,7.99
1380023280,1,2,2,16.39
20064700000,2,2,2,5.44
7003859449,2,2,3,1.75
7232012442,2,2,2,3.74
7003861671,2,2,2,2.62
7003859548,2,2,2,3.59
7003859535,2,2,2,5.49
88491218005,2,2,2,4.58
7003867307,2,2,2,4.85
7003859459,2,2,2,1.5
7003865707,2,2,2,1.48
1380010067,2,2,2,6.54
1840031251,2,2,2,5.04
7003865706,1,2,2,1.88
7003859423,2,2,2,3.79
7003859708,1,2,4,4.28
1820096721,1,2,2,23.99
88828940351,1,2,2,7.99
20071600000,2,2,2,40.0
1370090750,2,2,2,3.88
1370082425,2,2,2,6.12
7003859384,1,2,4,0.59
7003859373,1,2,2,6.85
7173518028,2,2,2,3.59
1820025508,2,2,3,3.49
1590000094,2,2,2,5.27
20074100000,2,2,2,40.0
20071200000,2,2,2,40.0
20071100000,2,2,2,2.69
7173602000,2,2,7,7.12
7003867234,1,2,2,4.19
7003867120,2,2,2,2.48
7003859706,2,2,2,4.28
7003867121,2,2,2,2.48
1380018803,2,2,2,3.99
1380017115,2,2,2,3.24
1380010390,2,2,2,3.54
89880647052,2,2,2,0.87
71785410501,2,2,3,1.92
7003865715,1,2,2,5.39
7003859695,2,2,2,2.74
1590000021,2,2,2,2.98
20066800000,2,2,2,21.1
20067600000,2,2,2,2.99
20067900000,2,2,2,5.49
20068000000,2,2,2,4.49
7003861635,2,2,2,1.89
89880647051,2,2,4,0.75
7003861641,2,2,2,2.15
7003867225,2,2,2,12.84
20068500000,2,2,2,4.99
20068800000,2,2,2,3.99
20069700000,2,2,2,3.99
20069900000,2,2,3,5.49
7003866972,1,2,2,4.99
1420000325,2,2,2,1.09
7003859336,1,2,3,1.74
1480064608,2,2,2,4.64
20018100000,2,2,2,25.0
88810901069,2,2,2,0.98
7003860930,2,2,2,4.59
7003866447,2,2,2,1.42
7192123298,2,2,2,6.48
7003866458,1,2,7,7.48
1480064647,2,2,2,4.64
7003866141,2,2,2,5.19
7003860925,2,2,4,2.44
20020600000,2,2,3,24.24
7003866492,2,2,2,2.88
7003860912,2,2,3,0.95
1500000301,2,2,2,1.89
20020900000,2,2,4,40.0
7003866123,2,2,2,4.29
1480058223,2,2,2,2.58
7189943555,1,2,2,8.99
7218056638,2,2,2,4.31
7003866578,2,2,2,22.09
88810901009,2,2,3,1.78
1500004830,2,2,2,3.29
7003866580,2,2,2,1.36
7189921123,2,2,2,0.89
7189921122,2,2,2,0.89
1490044203,1,2,4,2.68
7003866434,2,2,2,2.99
20051000000,1,2,2,2.99
20011500000,2,2,3,5.64
7192120374,2,2,2,6.04
2000019963,2,2,2,3.38
7192101666,2,2,2,6.49
19871528323,1,2,3,3.59
20001600000,2,2,2,27.0
9047841004,1,2,2,1.59
7003866292,2,2,2,5.59
19650412387,2,2,4,1.12
88810911006,2,2,2,3.99
88810911309,2,2,2,3.79
7003866356,2,2,2,4.49
1500000302,2,2,2,1.72
7003860965,2,2,2,13.34
20011600000,2,2,2,40.0
7003866359,2,2,2,4.99
7189962433,2,2,2,3.84
7003861037,2,2,2,2.39
7003861033,2,2,2,2.42
7003866375,2,2,2,7.88
7003861155,2,2,2,2.95
7003861012,2,2,3,1.23
20015500000,1,2,2,40.0
1960092034,2,2,2,7.58
88810905004,2,2,2,1.79
1480000229,2,2,2,4.88
88810911404,1,2,5,0.98
19551109764,2,2,3,0.99
1440030000,2,2,2,7.99
7003860539,1,2,2,4.44
7003860472,2,2,2,5.22
7003866826,1,2,2,2.79
7184030015,2,2,2,3.19
88567791110,2,2,2,4.54
1450000190,2,2,2,2.14
20035300000,2,2,2,21.9
7192191576,1,2,2,6.79
20035400000,2,2,3,5.03
20035800000,2,2,2,2.79
1440031000,2,2,2,4.29
7003860402,1,2,2,1.39
7003866670,2,2,2,0.75
8992427896,1,2,2,16.99
1420024551,2,2,2,1.59
7003860299,1,2,2,7.34
7003860298,2,2,2,6.99
7003860296,1,2,2,3.19
88552320819,2,2,2,6.99
88810913040,2,2,2,2.0
7003865794,2,2,2,5.78
7003860253,2,2,2,2.12
7218050122,2,2,3,3.99
7003866898,2,2,3,1.0
19473535866,2,2,2,1.68
20033400000,2,2,4,40.0
88742200000,1,2,3,6.79
7003861298,1,2,2,1.75
7003860773,2,2,2,1.5
7192174400,1,2,3,5.48
7003860732,2,2,2,2.16
88772500130,1,2,2,2.59
7003861281,2,2,2,2.39
7003866049,2,2,4,1.35
7003866678,2,2,6,1.29
1530043047,1,2,3,2.28
7003861290,1,2,2,2.09
7003866691,2,2,2,8.78
7003866704,1,2,2,1.4
19551109760,2,2,3,0.99
7003865992,1,2,2,13.39
7003865991,1,2,2,13.39
7003860608,2,2,2,4.69
7003865980,2,2,7,1.69
7003860584,2,2,2,2.52
7003860582,2,2,2,2.07
1450000713,2,2,2,6.64
7192182588,2,2,2,11.18
19473535868,2,2,3,1.68
7003865893,2,2,2,10.64
20032300000,1,2,3,40.0
7003859337,2,2,3,1.5
1820025010,1,2,2,3.29
7047040741,1,2,2,6.29
1600016064,2,2,2,4.24
20153000000,2,2,3,4.39
20153100000,2,2,2,4.89
87694100007,2,2,3,1.44
20302000000,2,2,2,22.5
1800013891,2,2,2,3.85
7003858323,2,2,2,4.46
7003862298,1,2,3,2.38
7152410339,2,2,3,2.87
7265500102,2,2,2,4.18
1312000392,2,2,3,4.98
2033711607,2,2,2,3.58
1312000133,2,2,3,4.74
7040400100,2,2,2,3.12
2033715300,2,2,2,4.99
7265500106,2,2,2,3.99
2033728306,2,2,2,6.49
7003858138,1,2,3,4.64
7003858114,2,2,3,1.94
1312000026,2,2,4,4.74
8768400107,2,2,2,3.38
7003858111,2,2,2,2.15
1308757800,2,2,2,1.0
7265500111,1,2,2,3.78
7003858070,2,2,2,3.84
87694100208,2,2,2,1.44
20152400000,2,2,2,3.59
1800042697,2,2,2,3.69
7003865519,2,2,4,1.74
7027248011,1,2,2,4.88
88939200031,2,2,2,2.59
20120800000,1,2,2,8.99
7257900402,1,2,2,5.64
1312001260,2,2,2,5.98
7029216029,2,2,3,0.99
7003858527,2,2,2,4.89
20123100000,1,2,2,8.99
1600015136,1,2,3,2.49
20123300000,1,2,2,8.49
7032039410,1,2,3,2.19
7003858445,1,2,2,2.23
71575610001,2,2,2,4.99
87694100264,2,2,2,1.42
7032800523,2,2,2,5.29
7003862272,2,2,2,3.78
7003858427,2,2,2,2.99
7161703269,2,2,4,1.29
7003865518,2,2,2,3.99
87694100222,2,2,2,2.02
71941078600,1,2,2,3.89
89880647013,2,2,5,0.99
71575610020,2,2,2,3.49
7003858419,1,2,2,1.99
7003858066,2,2,3,4.49
948100015,1,2,6,0.5
7265500909,2,2,2,3.78
7003865302,2,2,2,3.64
7003836852,1,2,3,1.99
7003836821,1,2,2,5.39
7047000330,2,2,4,0.55
2000012680,2,2,2,4.69
7003836818,2,2,2,3.99
1600020073,2,2,3,1.29
2073516128,1,2,2,4.74
9582921019,2,2,2,5.18
1600020548,1,2,2,2.49
1300000113,2,2,2,3.29
7003836738,2,2,2,8.49
7047013778,2,2,2,4.29
7003857762,2,2,2,2.5
1290000700,2,2,2,2.29
2073516137,2,2,2,3.49
1270016207,2,2,2,5.49
7003836591,2,2,3,4.29
7203001353,2,2,2,2.99
2073516171,2,2,2,3.49
89880646118,2,2,2,1.25
1270015563,2,2,2,2.84
2073516173,2,2,2,3.74
1800010681,2,2,2,3.49
7003836524,2,2,3,1.19
87575400831,2,2,4,0.49
1800011925,2,2,2,3.85
7047000323,2,2,4,0.64
71514121243,2,2,2,4.64
1600016243,2,2,2,6.94
7003862364,2,2,2,4.48
7003862463,1,2,3,1.42
2033776420,2,2,2,5.99
7003847551,2,2,2,3.49
7003862510,1,2,2,4.43
7003862544,2,2,2,1.3
7046209835,2,2,4,1.39
7003865475,2,2,2,1.92
1800012436,1,2,4,3.86
1300000854,2,2,3,2.79
955,2,2,2,79.99
1800011929,2,2,2,3.85
1600016968,2,2,3,6.38
7265540509,1,2,2,3.99
20406700000,2,2,4,3.49
20407200000,2,2,2,3.49
7047000312,2,2,2,0.65
20408700000,1,2,2,3.49
1300000269,2,2,2,4.54
1600017003,2,2,3,5.88
2059300020,2,2,2,5.89
1800011927,2,2,2,3.85
7003862234,2,2,2,2.55
20120400000,1,2,2,5.99
20074200000,2,2,2,21.3
7247798010,2,2,2,1.49
7241201004,1,2,2,4.64
7003859049,1,2,2,2.14
7007060150,2,2,4,0.99
1370021735,1,2,2,10.48
88361660002,2,2,2,3.14
7003859030,1,2,2,3.39
7003865668,1,2,2,2.99
20085200000,1,2,3,40.0
7003859009,2,2,5,1.68
1600012222,2,2,3,4.14
930000218,1,2,2,7.89
7003858983,2,2,2,2.62
88378861260,2,2,2,5.99
20090300000,2,2,5,20.5
20090400000,2,2,3,25.5
8817722767,2,2,2,3.88
930000289,2,2,3,3.64
1340951742,2,2,2,3.79
7003858973,2,2,3,1.59
20093900000,2,2,2,5.49
7007463058,2,2,2,6.99
7173000715,1,2,2,3.35
20094000000,2,2,2,7.59
1800085517,2,2,2,4.74
20082100000,2,2,3,23.1
88491200341,2,2,2,5.44
7209202424,2,2,2,2.94
1370042777,2,2,3,3.64
7003867641,1,2,3,1.94
1370082215,2,2,2,3.46
7210801022,1,2,3,0.99
20075200000,2,2,3,2.24
1590000097,2,2,3,1.18
7003861851,2,2,2,2.86
1370071625,2,2,2,4.89
1590006575,2,2,2,5.19
7239235226,2,2,2,1.4
7003859259,2,2,2,2.09
7007050062,2,2,2,4.07
7003859258,2,2,2,2.19
1370021755,1,2,2,9.78
7003865695,2,2,3,2.04
1590012252,1,2,2,1.99
7003859223,2,2,2,4.02
930000180,1,2,2,6.04
88831391799,2,2,3,5.08
20076200000,1,2,2,7.99
7003865684,2,2,2,1.79
20077800000,1,2,2,40.0
1590023820,2,2,3,2.96
7003859123,2,2,4,1.43
7240071124,1,2,2,4.99
1330076040,2,2,2,2.38
7003861936,2,2,2,2.0
7172055060,2,2,3,1.28
8774505001,2,2,2,6.49
7169153884,2,2,3,2.5
7169146361,2,2,2,3.13
1330055304,2,2,2,3.74
88860303623,2,2,2,4.19
7003862130,2,2,4,1.94
20104300000,1,2,2,2.59
7003862166,2,2,2,3.34
7003858698,2,2,2,2.64
7169123099,2,2,2,2.99
1330054333,2,2,4,1.09
1330028067,1,2,3,3.18
1600014734,1,2,2,7.99
7003858820,2,2,2,2.0
1330028066,2,2,3,3.38
9451400096,2,2,2,3.48
1330000961,1,2,2,4.23
7003862195,1,2,2,2.29
7003858683,2,2,2,10.34
7003862197,2,2,2,4.29
7255400154,2,2,2,10.69
7255411058,1,2,2,6.84
7003858624,2,2,2,3.39
7255464243,2,2,2,7.09
20109400000,2,2,4,3.79
1800081781,2,2,2,4.84
7169154440,2,2,2,2.5
7020084184,2,2,2,3.73
7003858746,1,2,2,1.28
7003862008,2,2,2,3.59
7003858819,2,2,3,2.0
7003862018,2,2,2,4.52
7003858815,2,2,2,2.0
88100605019,2,2,3,4.39
1330060681,1,2,2,3.39
7172053293,1,2,2,1.29
87989000195,1,2,2,4.79
70153536621,2,2,4,1.0
7003858767,2,2,2,1.44
7003862055,2,2,3,2.79
7003858766,2,2,2,1.59
1800085134,2,2,3,4.69
7003858764,2,2,2,1.59
7020001067,2,2,2,2.59
7003858757,2,2,2,1.49
7003858755,2,2,2,1.28
1330060120,2,2,2,2.89
1330060028,2,2,2,1.48
7172000788,2,2,2,4.39
20104000000,1,2,4,3.64
7020057010,2,2,2,3.29
7003858747,2,2,2,1.34
88939200032,1,2,2,2.59
7315015201,2,2,2,3.54
2430004502,2,2,2,3.59
5100024637,1,2,2,2.29
4300005903,2,2,4,0.5
5150000065,2,2,2,4.24
75189500115,2,2,2,3.49
5150000026,1,2,2,3.35
3000056828,1,2,2,4.28
5110007927,2,2,3,7.39
7519200322,2,2,2,5.94
7520110258,2,2,3,4.18
3000056859,1,2,2,4.18
7527899547,1,2,2,14.99
5100026844,1,2,2,6.53
3760025756,1,2,2,7.84
5100024920,2,2,6,3.99
5100023341,2,2,4,1.72
7778200870,2,2,2,5.04
5100023320,2,2,2,1.66
5100023314,2,2,3,2.14
3000057324,1,2,2,5.88
7778200813,2,2,2,5.89
5100021451,2,2,3,2.7
5100021449,1,2,2,2.54
81900902007,1,2,2,5.49
3760024609,2,2,4,3.24
5100021231,1,2,2,3.09
5100021230,2,2,3,3.55
4300020005,2,2,2,1.6
5100021165,1,2,2,3.99
30067200024,1,2,2,7.09
4300005797,2,2,3,4.69
8201110233,2,2,2,3.99
4300020056,2,2,2,2.59
4300004607,1,2,2,3.48
5190040083,2,2,2,8.29
5190040082,2,2,2,8.12
75090307759,2,2,2,23.49
7778202983,1,2,2,5.99
2970002150,2,2,4,2.39
2970002182,2,2,4,2.08
2970013146,2,2,2,3.84
75090373575,2,2,4,9.59
2970034145,1,2,2,6.58
7778202396,2,2,2,5.22
4300004573,2,2,2,2.99
5150025537,2,2,2,3.28
5150024331,2,2,2,11.69
3760029630,1,2,2,3.06
4300005788,2,2,2,4.79
5150024163,2,2,3,5.89
7778202395,2,2,2,5.22
4300004987,1,2,2,8.98
3000003050,2,2,2,3.18
3760029338,2,2,2,3.09
4300005000,2,2,2,11.22
3000006119,2,2,2,5.98
4300005106,1,2,2,3.48
4300005401,2,2,3,4.99
7778202161,1,2,2,4.99
7778201456,2,2,2,5.39
5150002500,2,2,2,3.35
75166659135,2,2,2,2.99
7539101205,2,2,2,10.44
5100019625,1,2,2,6.86
4312,1,2,9,0.79
4300095369,2,2,2,2.59
5100007625,2,2,2,6.74
3030097102,2,2,2,1.42
79471101467,2,2,2,6.48
7555150001,1,2,2,3.99
7555150002,2,2,2,3.99
5100006276,1,2,2,4.84
5100006261,2,2,2,3.99
7555160023,2,2,3,3.49
3040,2,2,2,4.29
4300028592,2,2,2,3.49
3729796401,2,2,2,3.49
5100002828,2,2,3,2.45
3040079391,2,2,2,3.89
3056140001,2,2,2,10.39
5100011552,2,2,2,2.26
3710005403,1,2,2,2.34
3710004974,2,2,2,1.39
3710004806,2,2,3,1.25
7958118403,2,2,2,2.19
3710003655,2,2,3,1.44
30573019911,1,2,2,7.45
30766073919,1,2,2,1.29
3710003326,2,2,6,1.38
3710003307,2,2,3,1.25
75670213314,2,2,3,3.29
3700097056,1,2,2,5.74
7763304570,2,2,2,2.48
3077200208,2,2,2,4.99
4300026906,2,2,4,5.04
5100011860,2,2,2,4.48
3760016901,1,2,2,2.89
7771873028,2,2,2,2.45
4300020140,2,2,4,1.69
5100019532,2,2,2,2.94
7539102216,2,2,2,10.38
3010002600,1,2,4,5.99
3010010068,2,2,2,5.08
4300020145,2,2,3,2.28
3010011233,2,2,2,6.99
7539104759,1,2,2,6.29
3010012443,2,2,2,3.69
7778200010,2,2,2,7.4
7539197343,2,2,4,5.99
4300020440,2,2,3,1.69
79471100092,2,2,2,3.99
3010047324,2,2,2,3.94
5100012308,2,2,2,4.81
5100014297,2,2,2,1.64
3010078458,2,2,2,2.74
5100014293,2,2,3,1.99
81829001227,1,2,2,2.29
5100013062,2,2,2,3.58
30149032040,1,2,2,3.85
81829001179,1,2,2,2.84
5100012842,2,2,3,1.67
5100012773,2,2,2,3.58
7766101413,2,2,2,5.48
3760007060,2,2,3,3.15
4300021718,2,2,2,5.79
3022306082,1,2,2,3.49
5190080104,2,2,2,3.65
5190080109,1,2,2,3.65
5190080111,2,2,2,3.08
3800019924,1,2,5,1.99
8399450142,1,2,2,5.19
7460907286,2,2,2,1.52
8399450136,2,2,2,9.99
7790000273,2,2,2,8.49
5210009880,2,2,4,2.49
7465330890,2,2,2,5.29
5210009722,1,2,2,1.68
2840073745,2,2,2,11.99
2840074011,2,2,2,6.29
2840074244,2,2,2,2.69
4240041578,1,2,2,5.99
79367483029,2,2,2,1.19
4240041729,1,2,2,6.69
5210005276,2,2,2,1.97
5210057410,1,2,2,1.99
3800018369,1,2,2,1.89
2840076312,1,2,2,2.99
2840076462,2,2,3,4.99
83146200113,2,2,2,2.18
7790000184,1,2,2,3.49
2840076820,2,2,2,2.69
4280000580,2,2,3,1.67
5210003249,2,2,2,3.34
3800016778,1,2,3,3.79
5210003023,2,2,2,3.99
5210002578,1,2,3,1.99
7940025150,1,2,2,4.89
4280010921,2,2,2,7.68
